drug1id,drug2id,drug1dose,drug2dose,combination_name,cellid,batchid,viability1,viability2,viability3,viability4,mu/muMax_published,X/X0_published
Dexamethasone,MK-8776,0.35,1.15,Dexamethasone & MK-8776,CAOV3,1,0.26,0.235,0.404,0.361,-0.525,0.121
Dexamethasone,MK-8776,0.35,4,Dexamethasone & MK-8776,CAOV3,1,0.234,0.292,0.174,0.218,-0.936,0.068
Dexamethasone,Temozolomide,0.35,2.75,Dexamethasone & Temozolomide,CAOV3,1,1.372,1.025,0.669,0.674,0.787,0.744
Dexamethasone,Temozolomide,0.35,12.3,Dexamethasone & Temozolomide,CAOV3,1,0.782,0.841,0.644,0.665,0.579,0.558
Dexamethasone,Temozolomide,0.35,55,Dexamethasone & Temozolomide,CAOV3,1,0.001,0.001,0.001,0.001,-7.999,0
Dexamethasone,Temozolomide,0.35,250,Dexamethasone & Temozolomide,CAOV3,1,0.001,0.001,0.001,0,-7.986,0
Doxorubicin,ABT-888,0.0108,0.35,Doxorubicin & ABT-888,CAOV3,1,0.412,0.512,0.491,0.533,0.101,0.288
Doxorubicin,ABT-888,0.0108,1.08,Doxorubicin & ABT-888,CAOV3,1,0.395,0.404,0.406,0.302,-0.196,0.191
Doxorubicin,ABT-888,0.0108,3.25,Doxorubicin & ABT-888,CAOV3,1,0.309,0.389,0.424,0.443,-0.173,0.197
Doxorubicin,ABT-888,0.0108,10,Doxorubicin & ABT-888,CAOV3,1,0.319,0.357,0.279,0.253,-0.572,0.113
Doxorubicin,BEZ-235,0.0108,0.0045,Doxorubicin & BEZ-235,CAOV3,1,0.855,0.754,0.861,1.058,0.801,0.758
Doxorubicin,BEZ-235,0.0108,0.02,Doxorubicin & BEZ-235,CAOV3,1,1.089,0.793,0.912,1.069,0.988,0.983
Doxorubicin,BEZ-235,0.0108,0.09,Doxorubicin & BEZ-235,CAOV3,1,0.218,0.356,0.153,0.119,-1.193,0.048
Doxorubicin,BEZ-235,0.0108,0.4,Doxorubicin & BEZ-235,CAOV3,1,0.154,0.149,0.139,0.183,-1.458,0.033
Doxorubicin,Dinaciclib,0.0108,0.000925,Doxorubicin & Dinaciclib,CAOV3,1,0.72,0.795,0.686,0.761,0.608,0.581
Doxorubicin,Dinaciclib,0.0108,0.00325,Doxorubicin & Dinaciclib,CAOV3,1,0.634,0.684,0.539,0.616,0.388,0.428
Doxorubicin,Dinaciclib,0.0108,0.0115,Doxorubicin & Dinaciclib,CAOV3,1,0.579,0.526,0.561,0.539,0.221,0.339
Doxorubicin,Dinaciclib,0.0108,0.04,Doxorubicin & Dinaciclib,CAOV3,1,0.334,0.389,0.421,0.364,-0.273,0.171
Doxorubicin,L778123,0.0108,0.325,Doxorubicin & L778123,CAOV3,1,0.838,0.65,0.719,0.732,0.582,0.56
Doxorubicin,L778123,0.0108,0.8,Doxorubicin & L778123,CAOV3,1,0.753,0.591,0.592,0.684,0.414,0.444
Doxorubicin,L778123,0.0108,2,Doxorubicin & L778123,CAOV3,1,0.633,0.581,0.516,0.586,0.299,0.378
Doxorubicin,L778123,0.0108,5,Doxorubicin & L778123,CAOV3,1,0.487,0.323,0.438,0.305,-0.258,0.175
Doxorubicin,MK-2206,0.0108,0.045,Doxorubicin & MK-2206,CAOV3,1,0.8,0.792,0.745,0.793,0.697,0.657
Doxorubicin,MK-2206,0.0108,0.2,Doxorubicin & MK-2206,CAOV3,1,0.73,0.739,0.647,0.74,0.597,0.572
Doxorubicin,MK-2206,0.0108,0.9,Doxorubicin & MK-2206,CAOV3,1,0.754,0.835,0.785,0.752,0.659,0.623
Doxorubicin,MK-2206,0.0108,4,Doxorubicin & MK-2206,CAOV3,1,0.381,0.465,0.537,0.538,0.099,0.287
Doxorubicin,MK-5108,0.0108,0.075,Doxorubicin & MK-5108,CAOV3,1,0.811,1.034,0.858,0.8,0.765,0.722
Doxorubicin,MK-5108,0.0108,0.225,Doxorubicin & MK-5108,CAOV3,1,0.815,0.927,0.737,0.665,0.669,0.632
Doxorubicin,MK-5108,0.0108,0.675,Doxorubicin & MK-5108,CAOV3,1,0.279,0.41,0.358,0.345,-0.363,0.151
Doxorubicin,MK-5108,0.0108,2,Doxorubicin & MK-5108,CAOV3,1,0.111,0.108,0.056,0.096,-1.973,0.016
Doxorubicin,MK-8776,0.0108,0.0925,Doxorubicin & MK-8776,CAOV3,1,0.692,0.792,1.037,0.995,0.853,0.816
Doxorubicin,MK-8776,0.0108,0.325,Doxorubicin & MK-8776,CAOV3,1,0.782,0.874,0.798,0.91,0.766,0.723
Doxorubicin,MK-8776,0.0108,1.15,Doxorubicin & MK-8776,CAOV3,1,0.708,0.763,0.72,0.705,0.561,0.544
Doxorubicin,MK-8776,0.0108,4,Doxorubicin & MK-8776,CAOV3,1,0.409,0.351,0.292,0.356,-0.353,0.153
Doxorubicin,Sorafenib,0.0108,2.5,Doxorubicin & Sorafenib,CAOV3,1,0.704,0.971,0.696,0.854,0.675,0.637
Doxorubicin,Sorafenib,0.0108,5,Doxorubicin & Sorafenib,CAOV3,1,0.467,0.684,0.733,0.707,0.527,0.519
Doxorubicin,Sorafenib,0.0108,10,Doxorubicin & Sorafenib,CAOV3,1,0.525,0.551,0.493,0.436,0.121,0.296
Doxorubicin,Sorafenib,0.0108,20,Doxorubicin & Sorafenib,CAOV3,1,0.501,0.599,0.558,0.482,0.172,0.317
Doxorubicin,Temozolomide,0.0108,2.75,Doxorubicin & Temozolomide,CAOV3,1,0.319,0.44,0.359,0.278,-0.409,0.142
Doxorubicin,Temozolomide,0.0108,12.3,Doxorubicin & Temozolomide,CAOV3,1,0.289,0.286,0.367,0.303,-0.587,0.111
Doxorubicin,Temozolomide,0.0108,55,Doxorubicin & Temozolomide,CAOV3,1,0.389,0.389,0.365,0.278,-0.271,0.172
Doxorubicin,Temozolomide,0.0108,250,Doxorubicin & Temozolomide,CAOV3,1,0.467,0.527,0.456,0.521,0.081,0.28
Doxorubicin,geldanamycin,0.0108,0.0223,Doxorubicin & geldanamycin,CAOV3,1,0.752,0.814,0.934,0.789,0.712,0.671
Doxorubicin,geldanamycin,0.0108,0.1,Doxorubicin & geldanamycin,CAOV3,1,0.728,0.724,0.625,0.622,0.487,0.491
Doxorubicin,geldanamycin,0.0108,0.45,Doxorubicin & geldanamycin,CAOV3,1,0.574,0.452,0.546,0.537,0.202,0.331
Doxorubicin,geldanamycin,0.0108,2,Doxorubicin & geldanamycin,CAOV3,1,0.275,0.42,0.308,0.385,-0.38,0.148
Erlotinib,Bortezomib,0.055,0.00045,Erlotinib & Bortezomib,CAOV3,1,0.747,0.642,0.597,0.716,0.496,0.497
Erlotinib,Bortezomib,0.055,0.002,Erlotinib & Bortezomib,CAOV3,1,0.734,0.632,0.701,0.591,0.471,0.481
Erlotinib,Bortezomib,0.055,0.009,Erlotinib & Bortezomib,CAOV3,1,0.534,0.613,0.557,0.612,0.301,0.379
Erlotinib,Bortezomib,0.055,0.04,Erlotinib & Bortezomib,CAOV3,1,0.545,0.714,0.566,0.656,0.358,0.411
Erlotinib,Oxaliplatin,0.055,0.75,Erlotinib & Oxaliplatin,CAOV3,1,0.782,0.726,0.607,0.778,0.629,0.598
Erlotinib,Oxaliplatin,0.055,2.25,Erlotinib & Oxaliplatin,CAOV3,1,1.057,0.673,0.988,0.947,0.957,0.942
Erlotinib,Oxaliplatin,0.055,6.75,Erlotinib & Oxaliplatin,CAOV3,1,0.477,0.668,0.62,0.417,0.218,0.338
Erlotinib,Oxaliplatin,0.055,20,Erlotinib & Oxaliplatin,CAOV3,1,0.098,0.107,0.082,0.076,-2.136,0.013
Erlotinib,Topotecan,0.055,0.0223,Erlotinib & Topotecan,CAOV3,1,0.989,0.951,1.166,0.831,0.96,0.946
Erlotinib,Topotecan,0.055,0.0775,Erlotinib & Topotecan,CAOV3,1,0.749,0.867,0.92,0.752,0.725,0.683
Erlotinib,Topotecan,0.055,0.275,Erlotinib & Topotecan,CAOV3,1,0.557,0.476,0.605,0.384,0.139,0.303
Erlotinib,Topotecan,0.055,1,Erlotinib & Topotecan,CAOV3,1,0.099,0.114,0.13,0.12,-1.792,0.021
Etoposide,BEZ-235,0.045,0.0045,Etoposide & BEZ-235,CAOV3,1,0.482,0.392,0.531,0.538,0.114,0.293
Etoposide,BEZ-235,0.045,0.02,Etoposide & BEZ-235,CAOV3,1,0.051,0.075,0.035,0.02,-3.104,0.003
Etoposide,BEZ-235,0.045,0.09,Etoposide & BEZ-235,CAOV3,1,0.012,0.012,0.02,0.006,-4.78,0
Etoposide,BEZ-235,0.045,0.4,Etoposide & BEZ-235,CAOV3,1,0.017,0.011,0.014,0.01,-4.705,0
Etoposide,Erlotinib,0.045,0.055,Etoposide & Erlotinib,CAOV3,1,1.005,1,0.815,0.866,0.91,0.883
Etoposide,Erlotinib,0.045,0.245,Etoposide & Erlotinib,CAOV3,1,0.565,0.544,0.639,0.562,0.252,0.355
Etoposide,Erlotinib,0.045,1.1,Etoposide & Erlotinib,CAOV3,1,0.11,0.138,0.163,0.109,-1.719,0.023
Etoposide,Erlotinib,0.045,5,Etoposide & Erlotinib,CAOV3,1,0.102,0.096,0.077,0.136,-2.017,0.015
Etoposide,MK-8776,0.045,0.0925,Etoposide & MK-8776,CAOV3,1,0.581,0.426,0.586,0.552,0.26,0.358
Etoposide,MK-8776,0.045,0.325,Etoposide & MK-8776,CAOV3,1,0.555,0.438,0.382,0.438,-0.076,0.225
Etoposide,MK-8776,0.045,1.15,Etoposide & MK-8776,CAOV3,1,0.28,0.148,0.181,0.199,-1.163,0.05
Etoposide,MK-8776,0.045,4,Etoposide & MK-8776,CAOV3,1,0.14,0.142,0.155,0.167,-1.486,0.032
Etoposide,Temozolomide,0.045,2.75,Etoposide & Temozolomide,CAOV3,1,0.367,0.372,0.319,0.381,-0.296,0.166
Etoposide,Temozolomide,0.045,12.3,Etoposide & Temozolomide,CAOV3,1,0.334,0.378,0.338,0.382,-0.339,0.156
Etoposide,Temozolomide,0.045,55,Etoposide & Temozolomide,CAOV3,1,0.314,0.385,0.323,0.46,-0.352,0.153
Etoposide,Temozolomide,0.045,250,Etoposide & Temozolomide,CAOV3,1,0.378,0.278,0.314,0.325,-0.486,0.127
Gemcitabine,AZD1775,0.00125,0.0325,Gemcitabine & AZD1775,CAOV3,1,0.384,0.499,0.403,0.54,-0.038,0.237
Gemcitabine,AZD1775,0.00125,0.08,Gemcitabine & AZD1775,CAOV3,1,0.386,0.488,0.397,0.327,-0.222,0.184
Gemcitabine,AZD1775,0.00125,0.2,Gemcitabine & AZD1775,CAOV3,1,0.363,0.462,0.347,0.324,-0.35,0.154
Gemcitabine,AZD1775,0.00125,0.5,Gemcitabine & AZD1775,CAOV3,1,0.268,0.274,0.316,0.287,-0.656,0.101
Gemcitabine,Dinaciclib,0.00125,0.000925,Gemcitabine & Dinaciclib,CAOV3,1,0.503,0.431,0.422,0.501,0.004,0.251
Gemcitabine,Dinaciclib,0.00125,0.00325,Gemcitabine & Dinaciclib,CAOV3,1,0.486,0.474,0.51,0.411,0.045,0.266
Gemcitabine,Dinaciclib,0.00125,0.0115,Gemcitabine & Dinaciclib,CAOV3,1,0.362,0.26,0.3,0.342,-0.48,0.129
Gemcitabine,Dinaciclib,0.00125,0.04,Gemcitabine & Dinaciclib,CAOV3,1,0.263,0.206,0.195,0.174,-1.094,0.055
Gemcitabine,MK-4827,0.00125,0.223,Gemcitabine & MK-4827,CAOV3,1,0.501,0.634,0.485,0.472,0.079,0.279
Gemcitabine,MK-4827,0.00125,0.775,Gemcitabine & MK-4827,CAOV3,1,0.449,0.59,0.582,0.434,0.136,0.302
Gemcitabine,MK-4827,0.00125,2.75,Gemcitabine & MK-4827,CAOV3,1,0.409,0.247,0.276,0.33,-0.557,0.116
Gemcitabine,MK-4827,0.00125,10,Gemcitabine & MK-4827,CAOV3,1,0.098,0.147,0.151,0.094,-1.735,0.023
Gemcitabine,MK-8669,0.00125,0.00011,Gemcitabine & MK-8669,CAOV3,1,0.989,1.025,0.856,0.828,0.895,0.864
Gemcitabine,MK-8669,0.00125,5e-04,Gemcitabine & MK-8669,CAOV3,1,0.987,0.84,0.868,0.866,0.814,0.773
Gemcitabine,MK-8669,0.00125,0.00223,Gemcitabine & MK-8669,CAOV3,1,0.948,0.881,0.775,0.758,0.754,0.711
Gemcitabine,MK-8669,0.00125,0.01,Gemcitabine & MK-8669,CAOV3,1,0.92,1.005,0.844,0.779,0.836,0.797
Gemcitabine,Sunitinib,0.00125,0.625,Gemcitabine & Sunitinib,CAOV3,1,0.682,0.907,0.78,0.792,0.686,0.647
Gemcitabine,Sunitinib,0.00125,1.25,Gemcitabine & Sunitinib,CAOV3,1,0.59,0.577,0.598,0.552,0.299,0.378
Gemcitabine,Sunitinib,0.00125,2.5,Gemcitabine & Sunitinib,CAOV3,1,0.407,0.431,0.371,0.356,-0.229,0.182
Gemcitabine,Sunitinib,0.00125,5,Gemcitabine & Sunitinib,CAOV3,1,0.315,0.321,0.246,0.212,-0.656,0.101
L778123,AZD1775,0.325,0.0325,L778123 & AZD1775,CAOV3,1,0.571,0.557,0.74,0.468,0.254,0.356
L778123,AZD1775,0.325,0.08,L778123 & AZD1775,CAOV3,1,0.448,0.41,0.435,0.512,-0.064,0.229
L778123,AZD1775,0.325,0.2,L778123 & AZD1775,CAOV3,1,0.452,0.396,0.43,0.43,-0.099,0.218
L778123,AZD1775,0.325,0.5,L778123 & AZD1775,CAOV3,1,0.394,0.432,0.459,0.377,-0.152,0.202
L778123,Dinaciclib,0.325,0.000925,L778123 & Dinaciclib,CAOV3,1,1.014,0.893,0.98,1.047,0.996,0.995
L778123,Dinaciclib,0.325,0.00325,L778123 & Dinaciclib,CAOV3,1,0.869,0.979,0.912,0.846,0.849,0.811
L778123,Dinaciclib,0.325,0.0115,L778123 & Dinaciclib,CAOV3,1,0.29,0.177,0.141,,-1.253,0.044
L778123,Dinaciclib,0.325,0.04,L778123 & Dinaciclib,CAOV3,1,0.135,0.198,0.176,0.214,-1.182,0.049
L778123,MK-2206,0.325,0.045,L778123 & MK-2206,CAOV3,1,1.104,0.85,0.953,1.069,1.014,1.02
L778123,MK-2206,0.325,0.2,L778123 & MK-2206,CAOV3,1,0.699,0.84,0.734,0.834,0.683,0.644
L778123,MK-2206,0.325,0.9,L778123 & MK-2206,CAOV3,1,0.523,0.566,0.654,0.709,0.356,0.409
L778123,MK-2206,0.325,4,L778123 & MK-2206,CAOV3,1,0.721,0.61,0.531,0.587,0.331,0.396
L778123,MK-8776,0.325,0.0925,L778123 & MK-8776,CAOV3,1,0.921,0.766,0.884,0.867,0.827,0.787
L778123,MK-8776,0.325,0.325,L778123 & MK-8776,CAOV3,1,0.558,0.515,0.579,0.566,0.25,0.354
L778123,MK-8776,0.325,1.15,L778123 & MK-8776,CAOV3,1,0.573,0.536,0.684,0.417,0.232,0.345
L778123,MK-8776,0.325,4,L778123 & MK-8776,CAOV3,1,0.545,0.524,0.502,0.6,0.184,0.323
L778123,Sorafenib,0.325,2.5,L778123 & Sorafenib,CAOV3,1,0.953,1.048,1.006,0.917,0.973,0.963
L778123,Sorafenib,0.325,5,L778123 & Sorafenib,CAOV3,1,0.936,0.917,0.981,0.985,0.945,0.926
L778123,Sorafenib,0.325,10,L778123 & Sorafenib,CAOV3,1,0.878,0.704,0.822,0.789,0.718,0.677
L778123,Sorafenib,0.325,20,L778123 & Sorafenib,CAOV3,1,0.499,0.521,0.472,0.462,0.059,0.271
L778123,Vinorelbine,0.325,0.000325,L778123 & Vinorelbine,CAOV3,1,0.953,0.92,0.989,1.159,0.962,0.948
L778123,Vinorelbine,0.325,0.0016,L778123 & Vinorelbine,CAOV3,1,0.968,1.036,0.895,0.86,0.907,0.879
L778123,Vinorelbine,0.325,0.008,L778123 & Vinorelbine,CAOV3,1,0.633,0.588,0.672,0.773,0.444,0.462
L778123,Vinorelbine,0.325,0.04,L778123 & Vinorelbine,CAOV3,1,0.05,0.088,0.03,0.111,-2.479,0.008
Lapatinib,BEZ-235,0.055,0.0045,Lapatinib & BEZ-235,CAOV3,1,1.408,1.147,1.045,1.175,1.194,1.309
Lapatinib,BEZ-235,0.055,0.02,Lapatinib & BEZ-235,CAOV3,1,1.292,0.846,0.856,1.07,0.951,0.934
Lapatinib,BEZ-235,0.055,0.09,Lapatinib & BEZ-235,CAOV3,1,0.605,0.486,0.552,0.591,0.271,0.364
Lapatinib,BEZ-235,0.055,0.4,Lapatinib & BEZ-235,CAOV3,1,0.189,0.134,0.12,0.134,-1.62,0.026
Lapatinib,Erlotinib,0.055,0.055,Lapatinib & Erlotinib,CAOV3,1,0.625,0.8,0.666,0.597,0.43,0.454
Lapatinib,Erlotinib,0.055,0.245,Lapatinib & Erlotinib,CAOV3,1,0.06,0.032,0.045,0.021,-3.242,0.003
Lapatinib,Erlotinib,0.055,1.1,Lapatinib & Erlotinib,CAOV3,1,0.014,0.011,0.014,0.01,-4.719,0
Lapatinib,Erlotinib,0.055,5,Lapatinib & Erlotinib,CAOV3,1,0.02,0.017,0.008,0.011,-4.566,0
Lapatinib,MK-8776,0.055,0.0925,Lapatinib & MK-8776,CAOV3,1,0.932,0.86,1.059,0.972,0.936,0.915
Lapatinib,MK-8776,0.055,0.325,Lapatinib & MK-8776,CAOV3,1,0.732,0.947,0.744,0.844,0.699,0.659
Lapatinib,MK-8776,0.055,1.15,Lapatinib & MK-8776,CAOV3,1,0.11,0.122,0.155,0.147,-1.614,0.027
Lapatinib,MK-8776,0.055,4,Lapatinib & MK-8776,CAOV3,1,0.157,0.098,0.098,0.116,-1.911,0.018
Lapatinib,geldanamycin,0.055,0.0223,Lapatinib & geldanamycin,CAOV3,1,0.867,0.646,0.946,0.939,0.867,0.832
Lapatinib,geldanamycin,0.055,0.1,Lapatinib & geldanamycin,CAOV3,1,0.806,0.685,0.754,0.804,0.674,0.637
Lapatinib,geldanamycin,0.055,0.45,Lapatinib & geldanamycin,CAOV3,1,0.587,0.56,0.721,0.911,0.447,0.465
Lapatinib,geldanamycin,0.055,2,Lapatinib & geldanamycin,CAOV3,1,0.602,0.657,0.626,0.721,0.422,0.449
MK-2206,Dasatinib,0.045,0.024,MK-2206 & Dasatinib,CAOV3,1,0.442,0.507,0.405,0.528,0.028,0.26
MK-2206,Dasatinib,0.045,0.12,MK-2206 & Dasatinib,CAOV3,1,0.401,0.403,0.284,0.342,-0.29,0.167
MK-2206,Dasatinib,0.045,0.6,MK-2206 & Dasatinib,CAOV3,1,0.253,0.24,0.188,0.209,-0.945,0.067
MK-2206,Dasatinib,0.045,3,MK-2206 & Dasatinib,CAOV3,1,0.16,0.11,0.168,0.126,-1.533,0.03
MK-2206,MK-8669,0.045,0.01,MK-2206 & MK-8669,CAOV3,1,0.546,0.712,0.692,0.827,0.54,0.528
MK-2206,MK-8776,0.045,0.0925,MK-2206 & MK-8776,CAOV3,1,0.447,0.49,0.347,0.437,-0.064,0.229
MK-2206,MK-8776,0.045,0.325,MK-2206 & MK-8776,CAOV3,1,0.349,0.318,0.408,0.41,-0.265,0.173
MK-2206,MK-8776,0.045,1.15,MK-2206 & MK-8776,CAOV3,1,0.248,0.265,0.303,0.26,-0.741,0.089
MK-2206,SN-38,0.045,0.005,MK-2206 & SN-38,CAOV3,1,0.654,0.888,0.623,0.922,0.661,0.625
MK-2206,Sorafenib,0.045,2.5,MK-2206 & Sorafenib,CAOV3,1,0.722,0.748,0.449,0.6,0.461,0.474
MK-2206,Sorafenib,0.045,5,MK-2206 & Sorafenib,CAOV3,1,0.001,0,0.001,0.001,-7.999,0
MK-2206,Sorafenib,0.045,10,MK-2206 & Sorafenib,CAOV3,1,0,0,0.001,0.001,-7.999,0
MK-4541,5-FU,0.045,10,MK-4541 & 5-FU,CAOV3,1,0.505,0.337,0.421,0.511,-0.003,0.249
MK-4541,ABT-888,0.045,0.35,MK-4541 & ABT-888,CAOV3,1,0.224,0.239,0.347,0.258,-0.813,0.081
MK-4541,ABT-888,0.045,1.08,MK-4541 & ABT-888,CAOV3,1,0.205,0.248,0.475,0.213,-0.911,0.071
MK-4541,ABT-888,0.045,3.25,MK-4541 & ABT-888,CAOV3,1,0.222,0.201,0.23,0.211,-0.994,0.063
MK-4541,Bortezomib,0.045,0.04,MK-4541 & Bortezomib,CAOV3,1,0.722,0.755,0.622,0.807,0.605,0.578
MK-4541,Carboplatin,0.045,0.825,MK-4541 & Carboplatin,CAOV3,1,0.815,0.832,0.898,0.736,0.747,0.704
MK-4541,Carboplatin,0.045,3.25,MK-4541 & Carboplatin,CAOV3,1,0.221,0.201,0.207,0.171,-1.07,0.057
MK-4541,Carboplatin,0.045,12.5,MK-4541 & Carboplatin,CAOV3,1,0.184,0.119,0.162,0.164,-1.363,0.038
MK-4541,Dexamethasone,0.045,10,MK-4541 & Dexamethasone,CAOV3,1,0.564,0.597,0.599,0.708,0.33,0.395
MK-4541,Doxorubicin,0.045,0.0108,MK-4541 & Doxorubicin,CAOV3,1,0.511,0.464,0.442,0.609,0.064,0.273
MK-4541,Doxorubicin,0.045,0.0325,MK-4541 & Doxorubicin,CAOV3,1,0.503,0.507,0.558,0.446,0.109,0.291
MK-4541,Doxorubicin,0.045,0.1,MK-4541 & Doxorubicin,CAOV3,1,0.305,0.453,0.462,0.471,-0.019,0.243
MK-4541,Gemcitabine,0.045,0.01,MK-4541 & Gemcitabine,CAOV3,1,0.586,0.746,0.748,0.81,0.62,0.59
MK-4541,L778123,0.045,0.325,MK-4541 & L778123,CAOV3,1,0.58,0.717,0.686,0.724,0.538,0.527
MK-4541,L778123,0.045,0.8,MK-4541 & L778123,CAOV3,1,0.776,0.662,0.692,0.656,0.491,0.494
MK-4541,L778123,0.045,2,MK-4541 & L778123,CAOV3,1,0.533,0.707,0.608,0.691,0.438,0.459
MK-4541,MK-4827,0.045,10,MK-4541 & MK-4827,CAOV3,1,0.646,0.559,0.762,0.742,0.524,0.517
MK-4541,MK-5108,0.045,0.075,MK-4541 & MK-5108,CAOV3,1,0.589,0.567,0.734,0.707,0.435,0.457
MK-4541,MK-5108,0.045,0.225,MK-4541 & MK-5108,CAOV3,1,0.611,0.625,0.757,0.738,0.501,0.501
MK-4541,MK-5108,0.045,0.675,MK-4541 & MK-5108,CAOV3,1,0.48,0.406,0.545,0.51,0.084,0.281
MK-4541,MRK-003,0.045,10,MK-4541 & MRK-003,CAOV3,1,0.706,0.782,0.743,0.779,0.644,0.611
MK-4541,Metformin,0.045,9.25,MK-4541 & Metformin,CAOV3,1,0.656,0.537,0.644,0.706,0.439,0.46
MK-4541,Metformin,0.045,27.5,MK-4541 & Metformin,CAOV3,1,0.465,0.703,0.495,0.416,0.045,0.266
MK-4541,Metformin,0.045,82.5,MK-4541 & Metformin,CAOV3,1,0.361,0.37,0.346,0.415,-0.312,0.162
MK-4541,Oxaliplatin,0.045,20,MK-4541 & Oxaliplatin,CAOV3,1,0.642,0.798,0.677,0.681,0.496,0.497
MK-4541,PD325901,0.045,0.0011,MK-4541 & PD325901,CAOV3,1,0.64,0.736,0.547,0.647,0.425,0.451
MK-4541,PD325901,0.045,0.005,MK-4541 & PD325901,CAOV3,1,0.234,0.379,0.158,0.183,-1.043,0.059
MK-4541,PD325901,0.045,0.0223,MK-4541 & PD325901,CAOV3,1,0.049,0.124,0.101,0.065,-2.242,0.011
MK-4541,Sorafenib,0.045,20,MK-4541 & Sorafenib,CAOV3,1,0.633,0.597,0.571,0.714,0.367,0.416
MK-4541,Sunitinib,0.045,0.625,MK-4541 & Sunitinib,CAOV3,1,0.683,0.631,0.665,0.694,0.486,0.491
MK-4541,Sunitinib,0.045,1.25,MK-4541 & Sunitinib,CAOV3,1,0.66,0.579,0.584,0.471,0.294,0.376
MK-4541,Sunitinib,0.045,2.5,MK-4541 & Sunitinib,CAOV3,1,0.376,0.365,0.416,0.333,-0.294,0.166
MK-4541,Vinblastine,0.045,0.04,MK-4541 & Vinblastine,CAOV3,1,0.645,0.906,0.646,0.639,0.43,0.454
MK-4541,Vinorelbine,0.045,0.000325,MK-4541 & Vinorelbine,CAOV3,1,0.909,0.623,0.591,0.779,0.537,0.526
MK-4541,Vinorelbine,0.045,0.0016,MK-4541 & Vinorelbine,CAOV3,1,0.735,0.581,0.605,0.397,0.319,0.389
MK-4541,Vinorelbine,0.045,0.008,MK-4541 & Vinorelbine,CAOV3,1,0.548,0.444,0.48,0.496,0.065,0.274
MK-4827,ABT-888,0.223,10,MK-4827 & ABT-888,CAOV3,1,0.482,0.564,0.408,0.523,0.103,0.288
MK-4827,ABT-888,2.75,0.35,MK-4827 & ABT-888,CAOV3,1,0.258,0.243,0.254,0.296,-0.776,0.085
MK-4827,ABT-888,2.75,1.08,MK-4827 & ABT-888,CAOV3,1,0.405,0.302,0.223,0.206,-0.742,0.089
MK-4827,ABT-888,2.75,3.25,MK-4827 & ABT-888,CAOV3,1,0.368,0.289,0.309,0.27,-0.573,0.113
MK-4827,Bortezomib,0.223,0.04,MK-4827 & Bortezomib,CAOV3,1,0.72,0.59,0.714,0.8,0.566,0.548
MK-4827,Bortezomib,2.75,0.00045,MK-4827 & Bortezomib,CAOV3,1,0.571,0.879,0.665,0.699,0.502,0.501
MK-4827,Bortezomib,2.75,0.002,MK-4827 & Bortezomib,CAOV3,1,0.63,0.505,0.56,0.719,0.323,0.391
MK-4827,Bortezomib,2.75,0.009,MK-4827 & Bortezomib,CAOV3,1,0.559,0.716,0.455,0.532,0.21,0.334
MK-4827,Dinaciclib,0.223,0.04,MK-4827 & Dinaciclib,CAOV3,1,0.772,0.991,0.757,0.876,0.747,0.705
MK-4827,Dinaciclib,2.75,0.000925,MK-4827 & Dinaciclib,CAOV3,1,0.808,0.81,1.022,1.008,0.876,0.842
MK-4827,Dinaciclib,2.75,0.00325,MK-4827 & Dinaciclib,CAOV3,1,0.86,0.719,0.813,1.026,0.768,0.725
MK-4827,Dinaciclib,2.75,0.0115,MK-4827 & Dinaciclib,CAOV3,1,0.329,0.329,0.297,0.445,-0.449,0.134
MK-4827,MK-2206,0.223,4,MK-4827 & MK-2206,CAOV3,1,0.53,0.502,0.627,0.622,0.282,0.37
MK-4827,MK-2206,2.75,0.045,MK-4827 & MK-2206,CAOV3,1,0.356,0.363,0.443,0.444,-0.184,0.194
MK-4827,MK-2206,2.75,0.2,MK-4827 & MK-2206,CAOV3,1,0.291,0.317,0.395,0.285,-0.552,0.116
MK-4827,MK-2206,2.75,0.9,MK-4827 & MK-2206,CAOV3,1,0.066,0.126,0.154,0.115,-1.754,0.022
MK-4827,MK-8776,0.223,4,MK-4827 & MK-8776,CAOV3,1,1.064,0.7,0.831,0.71,0.66,0.624
MK-4827,MK-8776,2.75,0.0925,MK-4827 & MK-8776,CAOV3,1,0.662,0.592,0.889,0.692,0.492,0.495
MK-4827,MK-8776,2.75,0.325,MK-4827 & MK-8776,CAOV3,1,1.104,0.744,0.703,0.851,0.705,0.665
MK-4827,MK-8776,2.75,1.15,MK-4827 & MK-8776,CAOV3,1,0.662,0.622,0.635,0.731,0.436,0.457
MK-4827,PD325901,2.75,0.1,MK-4827 & PD325901,CAOV3,1,0.74,0.645,0.725,0.652,0.513,0.509
MK-4827,SN-38,0.223,0.000115,MK-4827 & SN-38,CAOV3,1,0.66,0.544,0.545,0.585,0.256,0.357
MK-4827,SN-38,0.223,4e-04,MK-4827 & SN-38,CAOV3,1,0.553,0.518,0.423,0.568,0.186,0.324
MK-4827,SN-38,0.223,0.00143,MK-4827 & SN-38,CAOV3,1,0.514,0.361,0.49,0.542,0.101,0.288
MK-4827,Sorafenib,2.75,10,MK-4827 & Sorafenib,CAOV3,1,0.668,0.795,0.839,0.899,0.737,0.694
